Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Tungstencarbide
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Manganese Phosphide
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium Diboride
appliedenergistics2:facade:0, Cable Facade - Block of Mercury Barium Calcium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Uranium Triplatinum
appliedenergistics2:facade:0, Cable Facade - Block of Samarium Iron Arsenic Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Indium Tin Barium Titanium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Uranium Rhodium Dinaquadide
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah Trinium Europium Duranide
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium Trinium Americium Neutronate
appliedenergistics2:facade:0, Cable Facade - Block of RTM Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Silicone Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Fiber-Reinforced Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polyvinyl Chloride (PVC)
appliedenergistics2:facade:0, Cable Facade - Block of Polyphenylene Sulfide
appliedenergistics2:facade:0, Cable Facade - Block of Polybenzimidazole (PBI)
appliedenergistics2:facade:0, Cable Facade - Block of Polyethylene (PE)
appliedenergistics2:facade:0, Cable Facade - Block of Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polycaprolactam
appliedenergistics2:facade:0, Cable Facade - Block of Polytetrafluoroethylene (PTFE)
appliedenergistics2:facade:0, Cable Facade - Block of Sugar
appliedenergistics2:facade:0, Cable Facade - Block of Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Polyvinyl Butyral
appliedenergistics2:facade:0, Cable Facade - Block of Nether Star
appliedenergistics2:facade:0, Cable Facade - Block of Olivine
appliedenergistics2:facade:0, Cable Facade - Block of Opal
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Black Steel
appliedenergistics2:facade:0, Cable Facade - Block of Damascus Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tungstensteel
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Brass
appliedenergistics2:facade:0, Cable Facade - Block of Red Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Monazite
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Steel
appliedenergistics2:facade:0, Cable Facade - Block of Vanadiumsteel
appliedenergistics2:facade:0, Cable Facade - Block of Potin
appliedenergistics2:facade:0, Cable Facade - Block of Borosilicate Glass
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Flint
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Plated Lumium-Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Endereye
appliedenergistics2:facade:0, Cable Facade - Block of Red Steel
appliedenergistics2:facade:0, Cable Facade - Block of Blue Steel
appliedenergistics2:facade:0, Cable Facade - Block of HSS-G
appliedenergistics2:facade:0, Cable Facade - Block of Red Alloy
appliedenergistics2:facade:0, Cable Facade - Block of HSS-E
appliedenergistics2:facade:0, Cable Facade - Block of HSS-S
appliedenergistics2:facade:0, Cable Facade - Block of Blue Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Stellite-100
appliedenergistics2:facade:0, Cable Facade - Block of Watertight Steel
appliedenergistics2:facade:0, Cable Facade - Block of Maraging Steel 300
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy-C276
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy-X
appliedenergistics2:facade:0, Cable Facade - Block of Trinaquadalloy
appliedenergistics2:facade:0, Cable Facade - Block of Zeron-100
appliedenergistics2:facade:0, Cable Facade - Block of Titanium Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum Disilicide
appliedenergistics2:facade:0, Cable Facade - Block of HSLA Steel
appliedenergistics2:facade:0, Cable Facade - Block of Titanium Tungsten Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Incoloy-MA956
appliedenergistics2:facade:0, Cable Facade - Block of Gun Metal
appliedenergistics2:facade:0, Cable Facade - Block of  Vanax Super Clean steel
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Frame Box
appliedenergistics2:facade:0, Cable Facade - Dark Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Microversium Frame Box
appliedenergistics2:facade:0, Cable Facade - Aluminium Frame Box
appliedenergistics2:facade:0, Cable Facade - Berkelium Frame Box
appliedenergistics2:facade:0, Cable Facade - Europium Frame Box
appliedenergistics2:facade:0, Cable Facade - Iridium Frame Box
appliedenergistics2:facade:0, Cable Facade - Titanium Frame Box
appliedenergistics2:facade:0, Cable Facade - Tungsten Frame Box
appliedenergistics2:facade:0, Cable Facade - Neutronium Frame Box
appliedenergistics2:facade:0, Cable Facade - Tritanium Frame Box
appliedenergistics2:facade:0, Cable Facade - Brass Frame Box
appliedenergistics2:facade:0, Cable Facade - Bronze Frame Box
appliedenergistics2:facade:0, Cable Facade - Invar Frame Box
appliedenergistics2:facade:0, Cable Facade - Ruridit Frame Box
appliedenergistics2:facade:0, Cable Facade - Stainless Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Ultimet Frame Box
appliedenergistics2:facade:0, Cable Facade - Tungstencarbide Frame Box
appliedenergistics2:facade:0, Cable Facade - Polytetrafluoroethylene (PTFE) Frame Box
appliedenergistics2:facade:0, Cable Facade - Wood Frame Box
appliedenergistics2:facade:0, Cable Facade - Treated Wood Frame Box
appliedenergistics2:facade:0, Cable Facade - Black Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Frame Box
appliedenergistics2:facade:0, Cable Facade - Naquadah Alloy Frame Box
appliedenergistics2:facade:0, Cable Facade - Blue Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - HSS-G Frame Box
appliedenergistics2:facade:0, Cable Facade - HSS-E Frame Box
appliedenergistics2:facade:0, Cable Facade - HSS-S Frame Box
appliedenergistics2:facade:0, Cable Facade - Watertight Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Maraging Steel 300 Frame Box
appliedenergistics2:facade:0, Cable Facade - Hastelloy-C276 Frame Box
appliedenergistics2:facade:0, Cable Facade - Hastelloy-X Frame Box
appliedenergistics2:facade:0, Cable Facade - HSLA Steel Frame Box
appliedenergistics2:facade:0, Cable Facade - Incoloy-MA956 Frame Box
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - End Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Osmiridium 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmiridium 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - End Osmiridium 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - Iridosmine 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridosmine 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - End Iridosmine 80/20 Ore
appliedenergistics2:facade:0, Cable Facade - Kaemanite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Kaemanite Ore
appliedenergistics2:facade:0, Cable Facade - End Kaemanite Ore
appliedenergistics2:facade:0, Cable Facade - Fluorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Fluorite Ore
appliedenergistics2:facade:0, Cable Facade - End Fluorite Ore
appliedenergistics2:facade:0, Cable Facade - Snowchestite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Snowchestite Ore
appliedenergistics2:facade:0, Cable Facade - End Snowchestite Ore
appliedenergistics2:facade:0, Cable Facade - Darmstadtite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Darmstadtite Ore
appliedenergistics2:facade:0, Cable Facade - End Darmstadtite Ore
appliedenergistics2:facade:0, Cable Facade - Dulysite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dulysite Ore
appliedenergistics2:facade:0, Cable Facade - End Dulysite Ore
appliedenergistics2:facade:0, Cable Facade - Laurite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Laurite Ore
appliedenergistics2:facade:0, Cable Facade - End Laurite Ore
appliedenergistics2:facade:0, Cable Facade - Cuprorhodsite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cuprorhodsite Ore
appliedenergistics2:facade:0, Cable Facade - End Cuprorhodsite Ore
appliedenergistics2:facade:0, Cable Facade - Aluminium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminium Ore
appliedenergistics2:facade:0, Cable Facade - End Aluminium Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - End Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lithium Ore
appliedenergistics2:facade:0, Cable Facade - End Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Molybdenum Ore
appliedenergistics2:facade:0, Cable Facade - End Molybdenum Ore
appliedenergistics2:facade:0, Cable Facade - Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - End Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Palladium Ore
appliedenergistics2:facade:0, Cable Facade - End Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Nether Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - End Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - End Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Thorium Ore
appliedenergistics2:facade:0, Cable Facade - End Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Nether Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - End Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Almandine Ore
appliedenergistics2:facade:0, Cable Facade - End Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Nether Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - End Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - End Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Calcite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Calcite Ore
appliedenergistics2:facade:0, Cable Facade - End Calcite Ore
appliedenergistics2:facade:0, Cable Facade - Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - End Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - End Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chromite Ore
appliedenergistics2:facade:0, Cable Facade - End Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - End Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - End Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - End Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Nether Galena Ore
appliedenergistics2:facade:0, Cable Facade - End Galena Ore
appliedenergistics2:facade:0, Cable Facade - Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - End Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Nether Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Grossular Ore
appliedenergistics2:facade:0, Cable Facade - Nether Grossular Ore
appliedenergistics2:facade:0, Cable Facade - End Grossular Ore
